term	gene
K00716	XP_017900423.1
K00716	XP_017900424.1
K00716	XP_017900425.1
K00716	XP_017900426.1
K25414	XP_017900427.1
K24896	XP_017900428.1
K24896	XP_017900429.1
K24896	XP_017900430.1
K11845	XP_017900439.1
K11845	XP_017900440.1
K22808	XP_017900441.1
K11845	XP_017900442.1
K26735	XP_017900446.1
K26735	XP_017900447.1
K22808	XP_017900449.1
K04683	XP_017900450.1
K04683	XP_017900451.1
K06528	XP_017900452.1
K19953	XP_017900453.1
K19953	XP_017900454.1
K23801	XP_017900456.1
K10609	XP_017900459.1
K21852	XP_017900460.1
K03353	XP_017900461.1
K14328	XP_017900462.1
K05464	XP_017900463.1
K12380	XP_017900464.1
K12380	XP_017900465.1
K12380	XP_017900466.1
K20685	XP_017900468.1
K25781	XP_017900469.1
K21852	XP_017900470.1
K22593	XP_017900474.1
K22593	XP_017900475.1
K22593	XP_017900476.1
K22593	XP_017900477.1
K01314	XP_017900478.1
K21852	XP_017900479.1
K01543	XP_017900480.1
K00909	XP_017900483.1
K24467	XP_017900484.1
K01320	XP_017900485.1
K21852	XP_017900486.1
K01320	XP_017900487.1
K04257	XP_017900490.1
K04257	XP_017900492.1
K11832	XP_017900495.1
K13865	XP_017900497.1
K13865	XP_017900498.1
K06236	XP_017900503.1
K09228	XP_017900507.1
K11088	XP_017900515.1
K18592	XP_017900517.1
K18592	XP_017900518.1
K17613	XP_017900519.1
K17613	XP_017900520.1
K23820	XP_017900521.1
K11864	XP_017900523.1
K25781	XP_017900525.1
K16837	XP_017900527.1
K24308	XP_017900530.1
K24896	XP_017900532.1
K24896	XP_017900533.1
K24896	XP_017900534.1
K03848	XP_017900539.1
K24127	XP_017900541.1
K11845	XP_017900544.1
K11845	XP_017900545.1
K20122	XP_017900550.1
K20122	XP_017900551.1
K20791	XP_017900552.1
K01787	XP_017900553.1
K14966	XP_017900554.1
K06550	XP_017900555.1
K06550	XP_017900556.1
K06550	XP_017900557.1
K06550	XP_017900558.1
K04228	XP_017900559.1
K11659	XP_017900561.1
K11659	XP_017900562.1
K12655	XP_017900567.1
K12655	XP_017900568.1
K12655	XP_017900569.1
K11407	XP_017900573.1
K17196	XP_017900574.1
K23596	XP_017900575.1
K11284	XP_017900576.1
K14735	XP_017900577.1
K01835	XP_017900581.1
K25399	XP_017900582.1
K25399	XP_017900583.1
K25399	XP_017900584.1
K25399	XP_017900585.1
K25399	XP_017900586.1
K25399	XP_017900587.1
K25399	XP_017900588.1
K09105	XP_017900589.1
K05413	XP_017900595.1
K05122	XP_017900597.1
K09331	XP_017900599.1
K10584	XP_017900606.1
K04437	XP_017900615.1
K04437	XP_017900616.1
K04437	XP_017900617.1
K04437	XP_017900618.1
K12569	XP_017900619.1
K11217	XP_017900620.1
K11217	XP_017900623.1
K04853	XP_017900624.1
K04853	XP_017900625.1
K04853	XP_017900626.1
K23343	XP_017900628.1
K19415	XP_017900636.1
K21068	XP_017900637.1
K21068	XP_017900638.1
K13138	XP_017900640.1
K13138	XP_017900641.1
K25000	XP_017900646.1
K09037	XP_017900647.1
K11877	XP_017900651.1
K25000	XP_017900652.1
K26198	XP_017900653.1
K26198	XP_017900654.1
K26198	XP_017900655.1
K25515	XP_017900656.1
K12838	XP_017900657.1
K12838	XP_017900658.1
K12838	XP_017900659.1
K12838	XP_017900660.1
K12838	XP_017900661.1
K16175	XP_017900669.1
K23931	XP_017900670.1
K00939	XP_017900671.1
K00939	XP_017900680.1
K08875	XP_017900682.1
K07919	XP_017900684.1
K09428	XP_017900685.1
K09428	XP_017900686.1
K08118	XP_017900688.1
K16590	XP_017900689.1
K05850	XP_017900690.1
K04722	XP_017900694.1
K05413	XP_017900695.1
K06499	XP_017900697.1
K04257	XP_017900700.1
K18061	XP_017900703.1
K10384	XP_017900704.1
K05062	XP_017900709.1
K05062	XP_017900711.1
K04257	XP_017900713.1
K05062	XP_017900715.1
K24127	XP_017900719.1
K24127	XP_017900721.1
K15162	XP_017900731.1
K05440	XP_017900735.1
K20065	XP_017900736.1
K07412	XP_017900738.1
K01672	XP_017900742.1
K08957	XP_017900743.1
K03989	XP_017900744.1
K03989	XP_017900745.1
K02976	XP_017900747.1
K04257	XP_017900750.1
K06545	XP_017900752.1
K24038	XP_017900755.1
K24127	XP_017900762.1
K24127	XP_017900763.1
K24127	XP_017900764.1
K11252	XP_017900771.1
K04257	XP_017900777.1
K01353	XP_017900778.1
K15300	XP_017900779.1
K13868	XP_017900780.1
K12373	XP_017900781.1
K05440	XP_017900783.1
K05440	XP_017900785.1
K04257	XP_017900787.1
K17613	XP_017900788.1
K24127	XP_017900798.1
K24127	XP_017900799.1
K24896	XP_017900800.1
K05440	XP_017900801.1
K05440	XP_017900802.1
K11845	XP_017900810.1
K11845	XP_017900811.1
K11845	XP_017900812.1
K11845	XP_017900813.1
K01329	XP_017900823.1
K09228	XP_017900824.1
K24896	XP_017900825.1
K17527	XP_017900827.1
K09657	XP_017900829.1
K00699	XP_017900831.1
K06553	XP_017900832.1
K09228	XP_017900834.1
K18186	XP_017900836.1
K00699	XP_017900840.1
K02866	XP_017900843.1
K05064	XP_017900844.1
K17255	XP_017900845.1
K03662	XP_017900846.1
K06820	XP_017900847.1
K13119	XP_017900848.1
K09228	XP_017900851.1
K22750	XP_017900852.1
K09228	XP_017900853.1
K13199	XP_017900854.1
K26226	XP_017900855.1
K00485	XP_017900858.1
K02270	XP_017900868.1
K09514	XP_017900871.1
K11845	XP_017900872.1
K04347	XP_017900874.1
K08080	XP_017900877.1
K04347	XP_017900880.1
K24896	XP_017900881.1
K24896	XP_017900882.1
K24896	XP_017900883.1
K00850	XP_017900884.1
K07842	XP_017900886.1
K14208	XP_017900887.1
K11845	XP_017900890.1
K10381	XP_017900895.1
K05741	XP_017900896.1
K24896	XP_017900898.1
K24896	XP_017900899.1
K13963	XP_017900901.1
K13963	XP_017900903.1
K05440	XP_017900904.1
K11284	XP_017900905.1
K24055	XP_017900913.1
K27758	XP_017900917.1
K07986	XP_017900928.1
K23215	XP_017900930.1
K12899	XP_017900931.1
K12899	XP_017900935.1
K11848	XP_017900936.1
K04257	XP_017900937.1
K12899	XP_017900939.1
K16727	XP_017900940.1
K12899	XP_017900941.1
K12899	XP_017900943.1
K12899	XP_017900948.1
K24520	XP_017900949.1
K24127	XP_017900951.1
K12899	XP_017900952.1
K01329	XP_017900955.1
K12899	XP_017900958.1
K00864	XP_017900961.1
K21437	XP_017900963.1
K06821	XP_017900965.1
K01672	XP_017900966.1
K04257	XP_017900970.1
K04260	XP_017900971.1
K11465	XP_017900974.1
K01672	XP_017900975.1
K09228	XP_017900976.1
K18409	XP_017900989.1
K18491	XP_017900990.1
K16579	XP_017900992.1
K07986	XP_017900993.1
K11845	XP_017900996.1
K24335	XP_017900998.1
K06775	XP_017901002.1
K04257	XP_017901007.1
K22701	XP_017901008.1
K00699	XP_017901013.1
K18409	XP_017901014.1
K10889	XP_017901019.1
K06582	XP_017901020.1
K14963	XP_017901022.1
K04257	XP_017901023.1
K06545	XP_017901024.1
K24127	XP_017901026.1
K18409	XP_017901027.1
K15377	XP_017901028.1
K11845	XP_017901031.1
K00249	XP_017901034.1
K13868	XP_017901038.1
K15300	XP_017901040.1
K16499	XP_017901043.1
K04257	XP_017901044.1
K00249	XP_017901046.1
K00616	XP_017901047.1
K04722	XP_017901052.1
K11845	XP_017901056.1
K11845	XP_017901057.1
K08740	XP_017901059.1
K03373	XP_017901060.1
K11845	XP_017901061.1
K24896	XP_017901063.1
K24896	XP_017901064.1
K03375	XP_017901066.1
K23940	XP_017901067.1
K05440	XP_017901068.1
K05440	XP_017901070.1
K07986	XP_017901073.1
K07425	XP_017901075.1
K06479	XP_017901083.1
K11845	XP_017901084.1
K08333	XP_017901090.1
K24536	XP_017901093.1
K04722	XP_017901094.1
K24536	XP_017901097.1
K00699	XP_017901098.1
K24896	XP_017901099.1
K11253	XP_017901100.1
K24536	XP_017901101.1
K11845	XP_017901102.1
K11845	XP_017901103.1
K13855	XP_017901104.1
K08290	XP_017901105.1
K24536	XP_017901106.1
K05440	XP_017901107.1
K24536	XP_017901110.1
K05440	XP_017901111.1
K10447	XP_017901112.1
K24536	XP_017901114.1
K18491	XP_017901116.1
K07197	XP_017901117.1
K24127	XP_017901119.1
K11845	XP_017901120.1
K11845	XP_017901121.1
K04257	XP_017901123.1
K05414	XP_017901124.1
K17294	XP_017901126.1
K11848	XP_017901129.1
K10404	XP_017901130.1
K00699	XP_017901131.1
K23483	XP_017901133.1
K06820	XP_017901136.1
K12300	XP_017901138.1
K13865	XP_017901144.1
K05440	XP_017901145.1
K23918	XP_017901147.1
K23918	XP_017901148.1
K04262	XP_017901152.1
K06058	XP_017901154.1
K16583	XP_017901158.1
K16583	XP_017901159.1
K16583	XP_017901160.1
K04542	XP_017901165.1
K06085	XP_017901166.1
K06085	XP_017901167.1
K06085	XP_017901168.1
K06085	XP_017901169.1
K04294	XP_017901174.1
K04993	XP_017901175.1
K04994	XP_017901176.1
K24722	XP_017901177.1
K06829	XP_017901178.1
K15381	XP_017901179.1
K19721	XP_017901180.1
K06841	XP_017901182.1
K11248	XP_017901183.1
K11248	XP_017901184.1
K06841	XP_017901186.1
K02513	XP_017901187.1
K24099	XP_017901188.1
K24099	XP_017901189.1
K23691	XP_017901190.1
K20899	XP_017901194.1
K20899	XP_017901196.1
K20899	XP_017901197.1
K20899	XP_017901198.1
K20898	XP_017901199.1
K09583	XP_017901200.1
K20898	XP_017901201.1
K20908	XP_017901203.1
K20899	XP_017901204.1
K08520	XP_017901212.1
K20908	XP_017901213.1
K20908	XP_017901214.1
K22038	XP_017901215.1
K22038	XP_017901216.1
K22038	XP_017901217.1
K22038	XP_017901218.1
K22038	XP_017901219.1
K13204	XP_017901220.1
K13204	XP_017901221.1
K09360	XP_017901224.1
K24374	XP_017901225.1
K24374	XP_017901226.1
K24374	XP_017901227.1
K24374	XP_017901229.1
K24374	XP_017901230.1
K24374	XP_017901231.1
K24374	XP_017901232.1
K24374	XP_017901233.1
K08045	XP_017901240.1
K05843	XP_017901241.1
K05843	XP_017901242.1
K05843	XP_017901243.1
K23345	XP_017901244.1
K23345	XP_017901245.1
K09223	XP_017901248.1
K09223	XP_017901249.1
K20242	XP_017901250.1
K20242	XP_017901251.1
K10703	XP_017901252.1
K02932	XP_017901257.1
K00907	XP_017901260.1
K20121	XP_017901264.1
K20121	XP_017901265.1
K23688	XP_017901268.1
K11205	XP_017901269.1
K05644	XP_017901271.1
K20644	XP_017901272.1
K20644	XP_017901273.1
K20644	XP_017901274.1
K20644	XP_017901275.1
K05677	XP_017901278.1
K03901	XP_017901279.1
K15282	XP_017901281.1
K15048	XP_017901285.1
K14948	XP_017901290.1
K14948	XP_017901291.1
K14948	XP_017901292.1
K15048	XP_017901293.1
K14948	XP_017901294.1
K17921	XP_017901295.1
K15048	XP_017901297.1
K15048	XP_017901301.1
K15272	XP_017901302.1
K01974	XP_017901309.1
K06639	XP_017901312.1
K15048	XP_017901313.1
K06639	XP_017901314.1
K06639	XP_017901315.1
K08422	XP_017901318.1
K15048	XP_017901319.1
K04288	XP_017901320.1
K19721	XP_017901322.1
K15048	XP_017901323.1
K11437	XP_017901324.1
K14684	XP_017901327.1
K14684	XP_017901328.1
K14684	XP_017901329.1
K15837	XP_017901333.1
K22188	XP_017901334.1
K24746	XP_017901335.1
K24746	XP_017901336.1
K24746	XP_017901337.1
K24746	XP_017901338.1
K04601	XP_017901340.1
K06588	XP_017901342.1
K12388	XP_017901343.1
K12388	XP_017901344.1
K12388	XP_017901345.1
K02729	XP_017901347.1
K11318	XP_017901349.1
K11318	XP_017901350.1
K22529	XP_017901356.1
K08414	XP_017901358.1
K04630	XP_017901361.1
K04630	XP_017901362.1
K04631	XP_017901363.1
K00799	XP_017901364.1
K00799	XP_017901365.1
K00799	XP_017901366.1
K00799	XP_017901367.1
K00799	XP_017901368.1
K14428	XP_017901370.1
K01251	XP_017901372.1
K01251	XP_017901373.1
K09323	XP_017901376.1
K05048	XP_017901377.1
K05048	XP_017901378.1
K05048	XP_017901379.1
K05048	XP_017901380.1
K04890	XP_017901381.1
K24370	XP_017901384.1
K24191	XP_017901385.1
K04875	XP_017901386.1
K13644	XP_017901387.1
K13644	XP_017901388.1
K13644	XP_017901389.1
K13644	XP_017901390.1
K24370	XP_017901391.1
K13644	XP_017901392.1
K13644	XP_017901393.1
K21956	XP_017901396.1
K13221	XP_017901399.1
K24370	XP_017901400.1
K13131	XP_017901403.1
K04893	XP_017901404.1
K04893	XP_017901405.1
K04893	XP_017901406.1
K17919	XP_017901409.1
K07857	XP_017901411.1
K07857	XP_017901412.1
K07857	XP_017901413.1
K25542	XP_017901415.1
K08179	XP_017901416.1
K08179	XP_017901417.1
K06112	XP_017901420.1
K12401	XP_017901424.1
K08826	XP_017901425.1
K08826	XP_017901426.1
K08826	XP_017901427.1
K19906	XP_017901429.1
K19906	XP_017901430.1
K08883	XP_017901431.1
K12861	XP_017901432.1
K20161	XP_017901434.1
K20161	XP_017901435.1
K20161	XP_017901436.1
K19533	XP_017901438.1
K17354	XP_017901439.1
K04510	XP_017901440.1
K04510	XP_017901442.1
K01539	XP_017901445.1
K06492	XP_017901447.1
K06492	XP_017901448.1
K06522	XP_017901452.1
K06522	XP_017901453.1
K06522	XP_017901454.1
K06522	XP_017901455.1
K06729	XP_017901458.1
K11279	XP_017901461.1
K23034	XP_017901462.1
K24997	XP_017901464.1
K22422	XP_017901465.1
K00058	XP_017901473.1
K20994	XP_017901475.1
K16549	XP_017901479.1
K07199	XP_017901485.1
K00485	XP_017901486.1
K00485	XP_017901487.1
K00485	XP_017901488.1
K20092	XP_017901489.1
K22649	XP_017901491.1
K22649	XP_017901492.1
K16064	XP_017901499.1
K16064	XP_017901500.1
K02917	XP_017901502.1
K12876	XP_017901503.1
K03024	XP_017901505.1
K06498	XP_017901508.1
K11251	XP_017901509.1
K11253	XP_017901510.1
K11252	XP_017901511.1
K22066	XP_017901512.1
K11860	XP_017901513.1
K12831	XP_017901515.1
K24022	XP_017901516.1
K24022	XP_017901517.1
K02970	XP_017901520.1
K22021	XP_017901521.1
K01868	XP_017901524.1
K23369	XP_017901525.1
K23369	XP_017901526.1
K23369	XP_017901527.1
K23369	XP_017901528.1
K23369	XP_017901529.1
K23369	XP_017901530.1
K02539	XP_017901531.1
K08886	XP_017901532.1
K09097	XP_017901533.1
K09097	XP_017901534.1
K09097	XP_017901535.1
K08886	XP_017901536.1
K11421	XP_017901537.1
K11421	XP_017901538.1
K24621	XP_017901541.1
K24621	XP_017901542.1
K24621	XP_017901543.1
K24621	XP_017901544.1
K08886	XP_017901545.1
K24621	XP_017901546.1
K17090	XP_017901547.1
K08886	XP_017901548.1
K25382	XP_017901549.1
K08886	XP_017901552.1
K06842	XP_017901553.1
K08886	XP_017901555.1
K24827	XP_017901556.1
K08886	XP_017901557.1
K24375	XP_017901559.1
K24375	XP_017901560.1
K08886	XP_017901562.1
K22594	XP_017901563.1
K22594	XP_017901564.1
K08886	XP_017901565.1
K22594	XP_017901566.1
K06102	XP_017901570.1
K08886	XP_017901571.1
K17936	XP_017901572.1
K17936	XP_017901573.1
K13207	XP_017901574.1
K13207	XP_017901575.1
K13207	XP_017901576.1
K13207	XP_017901577.1
K08886	XP_017901578.1
K08534	XP_017901580.1
K08534	XP_017901582.1
K23533	XP_017901594.1
K17274	XP_017901595.1
K18626	XP_017901597.1
K23850	XP_017901608.1
K10385	XP_017901613.1
K01446	XP_017901614.1
K01446	XP_017901615.1
K01446	XP_017901616.1
K01446	XP_017901617.1
K06503	XP_017901619.1
K21128	XP_017901621.1
K23766	XP_017901622.1
K23766	XP_017901623.1
K06503	XP_017901624.1
K23762	XP_017901625.1
K23768	XP_017901626.1
K23768	XP_017901627.1
K12323	XP_017901632.1
K23194	XP_017901633.1
K23194	XP_017901634.1
K23194	XP_017901635.1
K20163	XP_017901636.1
K20163	XP_017901637.1
K20163	XP_017901638.1
K16333	XP_017901639.1
K16333	XP_017901640.1
K09048	XP_017901642.1
K26545	XP_017901649.1
K26545	XP_017901650.1
K26545	XP_017901651.1
K26545	XP_017901652.1
K26545	XP_017901653.1
K26545	XP_017901654.1
K26545	XP_017901655.1
K26545	XP_017901656.1
K26545	XP_017901657.1
K26545	XP_017901658.1
K26545	XP_017901659.1
K26545	XP_017901660.1
K26545	XP_017901661.1
K26545	XP_017901662.1
K26545	XP_017901663.1
K26545	XP_017901664.1
K26545	XP_017901665.1
K26545	XP_017901666.1
K26545	XP_017901667.1
K26545	XP_017901668.1
K26545	XP_017901669.1
K22866	XP_017901670.1
K26545	XP_017901671.1
K26545	XP_017901672.1
K26545	XP_017901673.1
K26545	XP_017901674.1
K26545	XP_017901675.1
K01530	XP_017901679.1
K01530	XP_017901680.1
K05055	XP_017901681.1
K23697	XP_017901682.1
K04813	XP_017901683.1
K12968	XP_017901684.1
K12968	XP_017901685.1
K12968	XP_017901686.1
K12968	XP_017901687.1
K24350	XP_017901689.1
K04944	XP_017901692.1
K04944	XP_017901693.1
K06279	XP_017901696.1
K06279	XP_017901697.1
K10494	XP_017901703.1
K10494	XP_017901704.1
K10494	XP_017901705.1
K10494	XP_017901706.1
K06836	XP_017901707.1
K06836	XP_017901708.1
K06836	XP_017901709.1
K06836	XP_017901710.1
K05462	XP_017901712.1
K05462	XP_017901713.1
K05462	XP_017901715.1
K05462	XP_017901717.1
K09659	XP_017901718.1
K12022	XP_017901719.1
K06568	XP_017901722.1
K08823	XP_017901725.1
K08823	XP_017901726.1
K08823	XP_017901727.1
K08823	XP_017901728.1
K19995	XP_017901730.1
K06101	XP_017901731.1
K06101	XP_017901732.1
K06101	XP_017901733.1
K06101	XP_017901734.1
K06101	XP_017901735.1
K23283	XP_017901736.1
K23283	XP_017901737.1
K04956	XP_017901742.1
K12406	XP_017901743.1
K12406	XP_017901744.1
K24748	XP_017901746.1
K17408	XP_017901748.1
K23804	XP_017901754.1
K23804	XP_017901756.1
K19911	XP_017901757.1
K08398	XP_017901759.1
K04523	XP_017901765.1
K15686	XP_017901766.1
K26317	XP_017901767.1
K12641	XP_017901768.1
K12641	XP_017901769.1
K26317	XP_017901771.1
K11125	XP_017901772.1
K26169	XP_017901774.1
K26169	XP_017901775.1
K11546	XP_017901777.1
K22609	XP_017901778.1
K06580	XP_017901779.1
K17759	XP_017901780.1
K06851	XP_017901781.1
K06851	XP_017901782.1
K06795	XP_017901783.1
K06795	XP_017901784.1
K07609	XP_017901788.1
K17289	XP_017901789.1
K04410	XP_017901793.1
K02895	XP_017901794.1
K02895	XP_017901795.1
K16641	XP_017901796.1
K13105	XP_017901797.1
K08273	XP_017901798.1
K08273	XP_017901799.1
K05086	XP_017901800.1
K03176	XP_017901801.1
K03176	XP_017901802.1
K19373	XP_017901803.1
K24331	XP_017901804.1
K24331	XP_017901805.1
K24331	XP_017901806.1
K12331	XP_017901807.1
K12331	XP_017901808.1
K12331	XP_017901809.1
K12331	XP_017901810.1
K12331	XP_017901811.1
K12331	XP_017901812.1
K12331	XP_017901813.1
K12331	XP_017901814.1
K12331	XP_017901815.1
K09433	XP_017901821.1
K09433	XP_017901822.1
K09433	XP_017901823.1
K25412	XP_017901826.1
K25412	XP_017901827.1
K25874	XP_017901828.1
K25874	XP_017901829.1
K06448	XP_017901833.1
K06448	XP_017901834.1
K06448	XP_017901835.1
K08098	XP_017901836.1
K27408	XP_017901837.1
K27408	XP_017901838.1
K06780	XP_017901839.1
K08098	XP_017901841.1
K16143	XP_017901842.1
K14165	XP_017901843.1
K14165	XP_017901844.1
K25551	XP_017901845.1
K08098	XP_017901846.1
K25551	XP_017901847.1
K25551	XP_017901848.1
K25551	XP_017901849.1
K08098	XP_017901853.1
K22655	XP_017901854.1
K06730	XP_017901856.1
K06730	XP_017901857.1
K05002	XP_017901858.1
K08098	XP_017901859.1
K05002	XP_017901860.1
K11804	XP_017901861.1
K08098	XP_017901862.1
K11804	XP_017901863.1
K08098	XP_017901865.1
K04510	XP_017901866.1
K04510	XP_017901867.1
K08098	XP_017901868.1
K08098	XP_017901871.1
K06448	XP_017901872.1
K06479	XP_017901873.1
K17527	XP_017901874.1
K17527	XP_017901875.1
K09106	XP_017901876.1
K09106	XP_017901879.1
K09106	XP_017901880.1
K09106	XP_017901881.1
K01013	XP_017901884.1
K20645	XP_017901886.1
K21634	XP_017901896.1
K07968	XP_017901899.1
K12165	XP_017901900.1
K06463	XP_017901903.1
K16513	XP_017901908.1
K16513	XP_017901909.1
K00972	XP_017901912.1
K00972	XP_017901913.1
K00972	XP_017901914.1
K00972	XP_017901915.1
K11548	XP_017901916.1
K09355	XP_017901917.1
K00149	XP_017901922.1
K00876	XP_017901924.1
K14165	XP_017901929.1
K05133	XP_017901930.1
K09364	XP_017901931.1
K09364	XP_017901932.1
K06453	XP_017901933.1
K18615	XP_017901934.1
K27315	XP_017901936.1
K11795	XP_017901940.1
K11795	XP_017901941.1
K22139	XP_017901946.1
K08439	XP_017901947.1
K00019	XP_017901948.1
K08439	XP_017901949.1
K08439	XP_017901950.1
K17607	XP_017901953.1
K00799	XP_017901958.1
K10392	XP_017901960.1
K16833	XP_017901961.1
K04257	XP_017901962.1
K04257	XP_017901963.1
K04257	XP_017901964.1
K04257	XP_017901965.1
K04257	XP_017901966.1
K04257	XP_017901967.1
K17495	XP_017901969.1
K12489	XP_017901971.1
K09228	XP_017901972.1
K12465	XP_017901974.1
K12489	XP_017901975.1
K04257	XP_017901976.1
K04257	XP_017901977.1
K26147	XP_017901978.1
K07425	XP_017901980.1
K12489	XP_017901981.1
K07425	XP_017901982.1
K23439	XP_017901984.1
K12489	XP_017901985.1
K10350	XP_017901986.1
K19492	XP_017901987.1
K24792	XP_017901988.1
K20908	XP_017901993.1
K15365	XP_017901994.1
K15271	XP_017901995.1
K14539	XP_017901996.1
K23388	XP_017901999.1
K18656	XP_017902001.1
K25533	XP_017902002.1
K08615	XP_017902003.1
K11253	XP_017902005.1
K23757	XP_017902008.1
K10384	XP_017902009.1
K23764	XP_017902011.1
K08772	XP_017902012.1
K14951	XP_017902014.1
K06727	XP_017902016.1
K14951	XP_017902017.1
K06727	XP_017902018.1
K06448	XP_017902019.1
K14951	XP_017902020.1
K06448	XP_017902021.1
K14951	XP_017902022.1
K04257	XP_017902023.1
K04257	XP_017902026.1
K04257	XP_017902027.1
K12966	XP_017902028.1
K17527	XP_017902029.1
K06570	XP_017902030.1
K06479	XP_017902031.1
K17527	XP_017902032.1
K25396	XP_017902033.1
K09054	XP_017902036.1
K09371	XP_017902037.1
K25715	XP_017902038.1
K04257	XP_017902039.1
K04257	XP_017902040.1
K04257	XP_017902041.1
K25080	XP_017902042.1
K09321	XP_017902043.1
K06054	XP_017902044.1
K25474	XP_017902046.1
K24893	XP_017902047.1
K07425	XP_017902048.1
K19491	XP_017902051.1
K19491	XP_017902052.1
K19491	XP_017902053.1
K09397	XP_017902055.1
K00419	XP_017902056.1
K09375	XP_017902058.1
K05130	XP_017902061.1
K12310	XP_017902062.1
K24487	XP_017902064.1
K08179	XP_017902065.1
K09075	XP_017902066.1
K14951	XP_017902069.1
K14951	XP_017902071.1
K21126	XP_017902075.1
K21126	XP_017902076.1
K21126	XP_017902077.1
K21126	XP_017902078.1
K23566	XP_017902082.1
K06448	XP_017902083.1
K04257	XP_017902086.1
K17527	XP_017902087.1
K17527	XP_017902089.1
K15903	XP_017902090.1
K05135	XP_017902091.1
K18411	XP_017902093.1
K06790	XP_017902094.1
K11265	XP_017902095.1
K25949	XP_017902096.1
K05131	XP_017902098.1
K22459	XP_017902099.1
K09409	XP_017902100.1
K06259	XP_017902102.1
K06259	XP_017902103.1
K06259	XP_017902104.1
K06259	XP_017902105.1
K06259	XP_017902106.1
K10044	XP_017902110.1
K10044	XP_017902111.1
K10044	XP_017902112.1
K10149	XP_017902113.1
K10044	XP_017902114.1
K10044	XP_017902115.1
K04590	XP_017902117.1
K22869	XP_017902118.1
K22869	XP_017902119.1
K11492	XP_017902123.1
K09512	XP_017902124.1
K09512	XP_017902125.1
K10589	XP_017902128.1
K10589	XP_017902129.1
K10589	XP_017902130.1
K17583	XP_017902131.1
K25217	XP_017902132.1
K11988	XP_017902135.1
K25078	XP_017902136.1
K25078	XP_017902137.1
K25078	XP_017902138.1
K25078	XP_017902140.1
K22936	XP_017902143.1
K09319	XP_017902144.1
K14972	XP_017902146.1
K23013	XP_017902148.1
K18584	XP_017902151.1
K10879	XP_017902155.1
K09188	XP_017902156.1
K09188	XP_017902157.1
K09188	XP_017902158.1
K09188	XP_017902159.1
K09188	XP_017902160.1
K09188	XP_017902161.1
K09188	XP_017902162.1
K09188	XP_017902163.1
K09188	XP_017902164.1
K09188	XP_017902165.1
K09188	XP_017902166.1
K09188	XP_017902167.1
K09188	XP_017902168.1
K09188	XP_017902169.1
K09188	XP_017902170.1
K09188	XP_017902171.1
K09188	XP_017902172.1
K00710	XP_017902173.1
K00710	XP_017902175.1
K00710	XP_017902176.1
